item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
cards-scatter-IN,0,rv,26,Tornado spinning around the air.,spin,0.0
bread-spin-IN,0,cm,79,"Something was spinning in a bigger container, like a blender.",spin,0.0
bread-spin-IN,0,cm,12,A top spins.,spin,0.0
spin-bread-TR,1,cm,12,A top spins.,spin,0.0
bread-spin-IN,0,ho,12,A top spins.,spin,0.0
spin-bread-TR,1,rv,12,A top spins.,spin,0.0
spin-bread-TR,1,np,12,A top spins.,spin,0.0
bread-spin-IN,0,np,12,A top spins,spin,0.0
push-button-microwave-TR,1,np,12,Someone spins a top,spin,1.0
bread-spin-IN,0,cm,59,An object or person spinning around.,spin,0.0
fan-turn-IN,0,ho,59,The object's part is spinning around in circles.,spin,0.0
spin-bread-TR,1,cm,16,A person is spinning a top.,spin,1.0
spin-bread-TR,1,np,16,A man is spinning a top.,spin,1.0
bread-spin-IN,0,cm,16,A man is spinning a gyroscope.,spin,1.0
bread-spin-IN,0,ho,16,A woman is spinning something.,spin,1.0
spin-bread-TR,1,ho,16,A woman is spinning a top.,spin,1.0
bread-spin-IN,0,ho,27,Spin the object.,spin,1.0
bread-spin-IN,0,rv,8,A person is spinning an object.,spin,1.0
spin-bread-TR,1,cm,4,He spun the dradle around.,spin,1.0
fan-turn-IN,0,ho,4,She is spinning yarn.,spin,1.0
bread-spin-IN,0,cm,4,He spun the object around.,spin,1.0
spin-bread-TR,1,ip,86,A person is spinning a top.,spin,1.0
cards-scatter-IN,0,rv,70,An object spins into the distance.,spin,0.0
fan-turn-IN,0,ho,84,A propeller spins,spin,0.0
spin-bread-TR,1,ip,84,A coin is spun,spin,0.0
bread-spin-IN,0,rv,84,An object spins in a spiral direction,spin,0.0
cards-scatter-IN,0,rv,84,An object spins in a tornado,spin,0.0
bread-spin-IN,0,cm,84,An object spins in a circle quickly,spin,0.0
spin-bread-TR,1,cs,84,An object is spun upside down,spin,1.0
spin-bread-TR,1,np,78,The person is spinning a spinning top.,spin,1.0
bread-spin-IN,0,ip,17,A person is spinning a ball of yarn.,spin,1.0
fan-turn-IN,0,rv,15,A weathervane slowly spins back and forth in calm wind.,spin,0.0
spin-bread-TR,1,cm,67,A person spins a top.,spin,1.0
bread-spin-IN,0,ho,67,A person spins a big top.,spin,1.0
spin-bread-TR,1,ip,67,A person spins a top.,spin,1.0
spin-bread-TR,1,np,67,A person spins a top.,spin,1.0
bread-spin-IN,0,rv,67,The world spins.,spin,0.0
bread-spin-IN,0,cm,18,An item is spinning around.,spin,0.0
bread-spin-IN,0,ho,18,Something is spinning around.,spin,0.0
fan-turn-IN,0,ho,18,Something is spinning around.,spin,0.0
spin-bread-TR,1,ip,18,An item is spinning around.,spin,0.0
bread-spin-IN,0,rv,18,An object is spinning around.,spin,0.0
bread-spin-IN,0,np,18,Something is spinning around.,spin,0.0
push-button-microwave-TR,1,np,18,Something is spinning under another object.,spin,0.0
bread-spin-IN,0,cm,44,A person is spinning an object.,spin,1.0
ball-roll-IN,0,ho,44,A person is spinning an object.,spin,1.0
ball-roll-IN,0,cm,44,A person is spinning an object.,spin,1.0
bread-spin-IN,0,ip,44,A person is spinning a ball.,spin,1.0
ball-roll-IN,0,rv,44,A person is spinning an object.,spin,1.0
spin-bread-TR,1,cm,44,A person is spinning a top.,spin,1.0
bread-spin-IN,0,ho,44,A person is spinning a top.,spin,1.0
toy-skitter-IN,0,ip,44,A person is spinning a top.,spin,1.0
fan-turn-IN,0,ho,44,A person is spinning something.,spin,1.0
spin-bread-TR,1,ip,44,A person is spinning a top.,spin,1.0
spin-bread-TR,1,rv,44,A person is spinning a top.,spin,1.0
fan-turn-IN,0,np,44,A person is spinning a thread or a yarn.,spin,1.0
spin-bread-TR,1,ho,44,A person spins a top.,spin,1.0
bread-spin-IN,0,rv,44,A person spins an object.,spin,1.0
cards-scatter-IN,0,rv,44,An object is spinning throughout the sky.,spin,0.0
bread-spin-IN,0,np,44,A person is spinning a top.,spin,1.0
bread-spin-IN,0,cm,14,An object spins outward from an non-moving state.,spin,0.0
bread-spin-IN,0,rv,14,An object spins in two sections around a central point.,spin,0.0
whirly-gig-drop-IN,0,rv,36,An object spins down to the ground,spin,0.0
ball-roll-IN,0,ho,36,An object is spinning away,spin,0.0
spin-bread-TR,1,rv,36,An object is spinning,spin,0.0
bread-spin-IN,0,rv,36,An object spins around,spin,0.0
bread-spin-IN,0,np,36,An an object is spinning around,spin,0.0
spin-bread-TR,1,cm,36,An object is spun around and keeps spinning in place,spin,1.0
bread-spin-IN,0,ho,36,An spinning top is spun around,spin,1.0
bread-spin-IN,0,cm,41,A person spinning a lid,spin,1.0
ball-roll-IN,0,ho,41,A ball is spinning away.,spin,0.0
spin-bread-TR,1,cm,41,An object is spinning down a hole.,spin,0.0
bread-spin-IN,0,rv,41,An object spinning around,spin,0.0
poster-roll-up-IN,0,rv,41,A ball is spinning across a room.,spin,0.0
bread-spin-IN,0,np,41,A person spinning an object,spin,1.0
bread-spin-IN,0,cm,42,A top spins.,spin,0.0
spin-bread-TR,1,cm,42,A top is spun.,spin,1.0
bread-spin-IN,0,ho,42,A person spins a top.,spin,1.0
spin-bread-TR,1,np,42,A person spins a top.,spin,1.0
fan-turn-IN,0,cs,71,A revolving door spins.,spin,0.0
spin-bread-TR,1,rv,71,Someone spins a top.,spin,1.0
spin-bread-TR,1,cm,28,A person is spinning an object.,spin,1.0
spin-bread-TR,1,ip,28,A person is spinning something.,spin,1.0
spin-bread-TR,1,rv,28,A person is spinning a top.,spin,1.0
spin-bread-TR,1,ho,28,A person is spinning something.,spin,1.0
spin-bread-TR,1,rv,13,Object spinning down a hill.,spin,0.0
bread-spin-IN,0,cm,23,A person spinning an object.,spin,1.0
bread-spin-IN,0,ho,23,A person spinning an object,spin,1.0
whirly-gig-drop-IN,0,rv,23,An ice skater was spinning in the air.,spin,0.0
bread-spin-IN,0,np,23,A person was spinning around on a ride.,spin,0.0
push-button-microwave-TR,1,np,23,An object is spinning under another object.,spin,0.0
spin-bread-TR,1,cm,91,A person is spinning a dreidel.,spin,1.0
bread-spin-IN,0,np,90,A person is spinning a basketball on their finger.,spin,1.0
spin-bread-TR,1,cs,41,An object spun around to appear.,"spin,appear",0.0
bread-spin-IN,0,rv,4,The plane spun around and crashed.,"spin,crash",0.0
dip-finger-in-jar-TR,1,rv,14,A little object spins around in a small circle and lifts upward.,"spin,lift",0.0
ball-roll-IN,0,ip,4,The object is spinning and moving along.,"spin,move",0.0
shaving-cream-spray-IN,0,rv,14,An object spins off a holding point and moves leftward in a twirling motion.,"spin,move",0.0
cards-scatter-IN,0,rv,14,A twirling object spins down to the ground and moves away.,"spin,move",0.0
fan-turn-IN,0,ho,71,"The clock is spinning, showing the passage of time.","spin,show",0.5
person-bend-over-IN,0,cm,71,"The clock is spinning, showing time moving forward.","spin,show,move",0.3333333333
ball-roll-IN,0,cm,14,A small objects spins across a surface and turns as it rises slightly.,"spin,turn,rise",0.0
shaving-cream-spray-IN,0,rv,59,An object spiraled around.,spiral,0.0
whirly-gig-drop-IN,0,cm,6,something spiraling down to the ground,spiral,0.0
whirly-gig-drop-IN,0,cm,52,He is motioning that something is spiraling downwards.,spiral,0.0
shaving-cream-spray-IN,0,rv,18,Something is spiraling away.,spiral,0.0
whirly-gig-drop-IN,0,rv,95,An object is spiraling down.,spiral,0.0
whirly-gig-drop-IN,0,rv,39,A plane spirals down to the ground.,spiral,0.0
whirly-gig-drop-IN,0,cm,2,An object is spiraling towards the ground,spiral,0.0
whirly-gig-drop-IN,0,cm,42,A leaf spirals down.,spiral,0.0
whirly-gig-drop-IN,0,cm,13,Watching a piece of paper spiral to the ground.,spiral,0.0
bread-spin-IN,0,ho,13,A ball i spiraling down a drain quickly.,spiral,0.0
ball-roll-IN,0,cm,13,Baseball spiraling in the air.,spiral,0.0
ball-roll-IN,0,ho,13,Ball spiraling into a hole.,spiral,0.0
bread-spin-IN,0,cm,13,Water spiraling down drain.,spiral,0.0
whirly-gig-drop-IN,0,cm,4,It spiraled and crashed into the ground.,"spiral,crash",0.0
spin-bread-TR,1,np,15,A twirling sprinkler spits out water.,spit,1.0
spray-shaving-cream-TR,1,ip,41,Something spitting at someone,spit,0.0
shake-shaker-TR,1,ip,15,Someone spits on a big cylindrical thing then massages it up and down.,"spit,massage",1.0
toy-appear-in-box-IN,0,cm,79,"Water splashed up against a flat wall, like the side of a bathtub.",splash,0.0
lid-blow-off-IN,0,ip,81,SPLASHING SOMEONE,splash,1.0
ball-drop-IN,0,cs,4,The water splashed down.,splash,0.0
door-microwave-close-IN,0,rv,70,A person is trying to splash water toward the chest.,splash,1.0
reorient-pole-TR,1,ip,84,A liquid splashes out of a container,splash,0.0
march-IN,0,cm,15,A kid splashes their boots back and forth in a puddle of water.,splash,1.0
bounce-ball-TR,1,cs,71,A mermaid is splashing her tail.,splash,1.0
turn-fan-TR,1,ip,13,Splashing water on face from a water jug.,splash,1.0
drop-ball-TR,1,ho,42,An egg splats on the ground.,splat,0.0
light-turn-on-IN,0,rv,23,An object splattered on a wall,splatter,0.0
bowl-break-IN,0,ip,12,A cake splatters as an object is dropped on it,"splatter,drop",0.5
tear-paper-TR,1,np,16,A man is splitting something in two.,split,1.0
taughten-string-TR,1,cs,58,An object is split in two,split,1.0
stick-break-IN,0,ip,4,The object split in half.,split,0.0
break-stick-TR,1,cs,4,She split the rod into two pieces.,split,1.0
take-lid-off-TR,1,np,39,A coconut is being split apart.,split,1.0
stick-break-IN,0,ip,42,A tree splits in two.,split,0.0
tear-paper-TR,1,cs,42,A board splits in two.,split,0.0
door-microwave-close-IN,0,ho,36,An object is split open then closed,"split,close",1.0
close-microwave-door-TR,1,ho,4,She split it in half and it came together.,"split,come",0.5
bowl-break-IN,0,np,84,An object splits in half and falls apart,"split,fall",0.0
close-microwave-door-TR,1,ip,36,An object is split in two and seperated,"split,separate",1.0
fizzle-down-IN,0,cs,36,An object is split apart and sprinkled with something on top,"split,sprinkle",1.0
lid-blow-off-IN,0,np,15,Water spouts out of a spring and then drains sideways.,"spout,drain",0.0
spray-shaving-cream-TR,1,np,26,Person spray painting a wall.,spray,1.0
spray-shaving-cream-TR,1,cm,26,Person spray painting a wall.,spray,1.0
spray-shaving-cream-TR,1,cs,26,Spray painting on a canvas.,spray,1.0
shaving-cream-spray-IN,0,rv,26,Spraying a bottle of silly string.,spray,1.0
shaving-cream-spray-IN,0,cm,12,A person sprays water out of a bottle,spray,1.0
spray-shaving-cream-TR,1,cm,12,A person spray paints a work of art.,spray,1.0
spray-shaving-cream-TR,1,rv,12,Someone spray paints a wall,spray,1.0
spray-shaving-cream-TR,1,ho,12,Someone spray paints a wall.,spray,1.0
spray-shaving-cream-TR,1,ho,59,A person sprayed something onto an object.,spray,1.0
spray-shaving-cream-TR,1,rv,6,someone spraying an object,spray,1.0
spray-shaving-cream-TR,1,ho,6,spray painting an object,spray,1.0
shaving-cream-spray-IN,0,ho,6,spraying an object,spray,1.0
spray-shaving-cream-TR,1,ho,16,A woman is spray painting something.,spray,1.0
shaving-cream-spray-IN,0,cs,16,A woman is spraying something into her hand.,spray,1.0
spray-shaving-cream-TR,1,cs,16,A woman sprays something.,spray,1.0
spray-shaving-cream-TR,1,ip,16,A woman is spraying from a spray can.,spray,0.0
spray-shaving-cream-TR,1,cm,16,A man is spray painting.,spray,0.0
shaving-cream-spray-IN,0,ho,16,A woman is spraying spray.,spray,1.0
spray-shaving-cream-TR,1,rv,24,Spray painting a item,spray,1.0
spray-shaving-cream-TR,1,ho,58,A person spray-paints a wall,spray,1.0
spray-shaving-cream-TR,1,rv,8,A person is spraying something.,spray,1.0
spray-shaving-cream-TR,1,ho,8,A person is spraying an object.,spray,1.0
spray-shaving-cream-TR,1,rv,4,He is spray painting a message.,spray,1.0
spray-shaving-cream-TR,1,rv,70,A person is spraying an object.,spray,1.0
spray-shaving-cream-TR,1,ho,70,A person sprays a vertical surface.,spray,1.0
shaving-cream-spray-IN,0,rv,70,A can sprays out a mist.,spray,1.0
spray-shaving-cream-TR,1,np,70,A person sprays graffiti on wall.,spray,1.0
spray-shaving-cream-TR,1,cm,70,A person spray paints an object.,spray,1.0
spray-shaving-cream-TR,1,rv,84,A spray paint can is spraying,spray,0.0
spray-shaving-cream-TR,1,cs,84,Water sprays from a house,spray,0.0
spray-shaving-cream-TR,1,ip,84,An object sprays something at another,spray,1.0
shaving-cream-spray-IN,0,cm,15,A sink side sprayer sprays water.,spray,1.0
spray-shaving-cream-TR,1,cm,15,A paper is being spray painted.,spray,1.0
spray-shaving-cream-TR,1,rv,15,A person spray paints onto something.,spray,1.0
spray-shaving-cream-TR,1,ho,15,Someone spray paints a surface.,spray,1.0
spray-shaving-cream-TR,1,rv,67,A person spray paints a wall.,spray,1.0
spray-shaving-cream-TR,1,ho,67,A person sprays a mirror.,spray,1.0
light-candle-TR,1,cs,67,A person sprays from a sprayer.,spray,1.0
spray-shaving-cream-TR,1,rv,18,Someone is spray painting a surface.,spray,1.0
spray-shaving-cream-TR,1,ho,18,Someone is spraypainting something.,spray,1.0
spray-shaving-cream-TR,1,np,44,A person is spraying graffiti on a wall.,spray,1.0
spray-shaving-cream-TR,1,cm,44,A person is spraypainting a wall.,spray,1.0
cards-scatter-IN,0,ip,44,A person is spraying from a bottle.,spray,0.0
shaving-cream-spray-IN,0,ho,44,A person is spraying a bottle.,spray,1.0
spray-shaving-cream-TR,1,rv,44,A person is spray painting a wall.,spray,1.0
spray-shaving-cream-TR,1,cs,44,A person is spraying a bottle.,spray,0.0
lid-blow-off-IN,0,ip,44,A person is spraying a bottle.,spray,1.0
spray-shaving-cream-TR,1,ho,44,A person is spraying graffiti.,spray,1.0
spray-shaving-cream-TR,1,rv,14,A substance is sprayed in a looping manner onto a vertical surface.,spray,1.0
spray-shaving-cream-TR,1,ho,14,A substance is sprayed onto a vertical surface.,spray,1.0
spray-shaving-cream-TR,1,ho,36,A person is spraying something onto a wall,spray,1.0
shaving-cream-spray-IN,0,ip,36,Water is being sprayed out continuously onto the ground,spray,1.0
spray-shaving-cream-TR,1,rv,2,A person is spraying paint on a wall,spray,1.0
shaving-cream-spray-IN,0,ho,41,A person sprayed something on another object.,spray,1.0
spray-shaving-cream-TR,1,rv,41,A person spraying an object,spray,1.0
spray-shaving-cream-TR,1,cs,41,Am object spraying something on another object,spray,1.0
spray-shaving-cream-TR,1,np,41,A person is spray painting a wall.,spray,1.0
spray-shaving-cream-TR,1,cm,41,A person spray painted an object.,spray,1.0
spray-shaving-cream-TR,1,ho,41,A person spraypainting something,spray,1.0
spray-shaving-cream-TR,1,ip,42,A person sprays bug spray.,spray,1.0
spray-shaving-cream-TR,1,cm,42,A person sprays paint.,spray,1.0
spray-shaving-cream-TR,1,rv,42,A person spray paints a wall.,spray,1.0
spray-shaving-cream-TR,1,cs,42,Paint is sprayed on to a surface.,spray,1.0
spray-shaving-cream-TR,1,ho,42,A person sprays paint.,spray,1.0
stick-break-IN,0,cm,71,A hose sprays water out in an arc.,spray,0.0
spray-shaving-cream-TR,1,rv,71,A man spray paints something.,spray,1.0
spray-shaving-cream-TR,1,cs,71,A woman sprays perfume on a letter.,spray,1.0
shaving-cream-spray-IN,0,cs,71,A woman sprays bugs.,spray,1.0
spray-shaving-cream-TR,1,ho,13,A person spraying their clothes with perfume.,spray,1.0
shaving-cream-spray-IN,0,ho,13,Spraying water on a plant from a container.,spray,1.0
spray-shaving-cream-TR,1,cm,13,Spray painting the side of a wall.,spray,1.0
spray-shaving-cream-TR,1,cm,23,Person spraying an object,spray,1.0
spray-shaving-cream-TR,1,np,23,A person is spray painting a wall.,spray,1.0
shaving-cream-spray-IN,0,ho,23,A person is spraying hairspray on their hair.,spray,1.0
spray-shaving-cream-TR,1,np,91,A person is spraying a wall with paint.,spray,1.0
spray-shaving-cream-TR,1,rv,91,A person is spraying a wall with spray paint,spray,1.0
shaving-cream-spray-IN,0,rv,91,A person is using spray paint.,spray,1.0
spray-shaving-cream-TR,1,rv,72,The person is holding up their right hand and motioning to pretend to spray something on his right hand with his left hand.,spray,1.0
cards-scatter-IN,0,ip,70,A person sprays an insect that flutters and falls.,"spray,flutter,fall",0.3333333333
shaving-cream-spray-IN,0,cs,15,Someone sprays hairspray onto their hair and it mists over.,"spray,mist",0.5
shaving-cream-spray-IN,0,rv,6,spraying an object as it rolls away,"spray,roll",0.5
spray-shaving-cream-TR,1,cs,14,A substance is sprayed from a container and it showers onto a vertical surface.,"spray,shower",0.5
shaving-cream-spray-IN,0,ho,15,A spray of water hits the side of something and splashes.,"spray,splash",0.5
shaving-cream-spray-IN,0,ho,14,A substance is sprayed from a container and spread out.,"spray,spread",1.0
shaving-cream-spray-IN,0,rv,15,A person sprays silly string that twirls into the air.,"spray,twirl",0.5
shaving-cream-spray-IN,0,cm,26,A person spreading around confetti.,spread,1.0
roll-out-TR,1,rv,15,A person spreads out wrinkles on a tablecloth.,spread,1.0
light-turn-on-IN,0,np,91,A person is spreading glitter.,spread,1.0
adjust-picture-TR,1,np,14,"An object is spread open, then held at a distance while it is partially rotated several times.","spread,hold,rotate",1.0
roll-out-TR,1,np,4,He spread out the dough and kneeded it.,"spread,knead",1.0
bowl-break-IN,0,rv,14,An object spreads apart and opens up as it lays almost flat.,"spread,open,lay",0.0
poster-roll-up-IN,0,cm,4,He spread out the roll and it rolled back up.,"spread,roll",0.5
bowl-break-IN,0,cs,4,The liquid spread out and splattered.,"spread,splatter",0.0
fizzle-down-IN,0,rv,79,A spice was sprinkled on top of some dough.,sprinkle,1.0
fizzle-down-IN,0,cm,12,Rain sprinkles from the sky,sprinkle,0.0
toy-skitter-IN,0,cm,59,The person said to sprinkle something out.,sprinkle,1.0
fizzle-down-IN,0,rv,59,An object sprinkled down onto another object.,sprinkle,0.0
shaving-cream-spray-IN,0,cs,59,Something sprinkled onto the object.,sprinkle,0.0
fizzle-down-IN,0,cs,6,something sprinkling over an object they were holding,sprinkle,0.0
fizzle-down-IN,0,cs,16,"A woman is sprinkling something on something,",sprinkle,1.0
pour-bottle-caps-TR,1,cs,8,A person is sprinkling salt on food.,sprinkle,1.0
whirly-gig-drop-IN,0,cs,70,A person is sprinkling on an object.,sprinkle,1.0
pour-bottle-caps-TR,1,cs,70,A person sprinkles from a container onto an object.,sprinkle,1.0
fizzle-down-IN,0,cm,87,Rain starts sprinkling out of clouds.,sprinkle,0.0
toy-skitter-IN,0,cm,87,A watering can sprinkles water over plants.,sprinkle,1.0
fizzle-down-IN,0,rv,18,A person is sprinkling seasoning on something.,sprinkle,1.0
toy-skitter-IN,0,cs,95,A person in sprinkling cheese on a pizza.,sprinkle,1.0
fizzle-down-IN,0,rv,44,A person is sprinkling something onto a surface.,sprinkle,1.0
fizzle-down-IN,0,cs,44,A person sprinkles food with salt.,sprinkle,1.0
ball-roll-IN,0,cs,14,A substance is sprinkled across a surface from above.,sprinkle,1.0
toy-skitter-IN,0,cm,14,A substance is sprinkled across a small area.,sprinkle,1.0
toy-skitter-IN,0,rv,14,A powdery substance is excessively sprinkled onto a horizontal surface.,sprinkle,1.0
toy-skitter-IN,0,rv,36,A person is sprinkling a substance over something,sprinkle,1.0
fizzle-down-IN,0,rv,41,A person sprinkling something on food,sprinkle,1.0
fizzle-down-IN,0,cs,41,A person sprinkling something on an object,sprinkle,1.0
fizzle-down-IN,0,ho,71,water is sprinkling out of a watering can.,sprinkle,0.0
shaving-cream-spray-IN,0,cm,71,A man sprinkles ashes.,sprinkle,1.0
cards-scatter-IN,0,np,71,A rainbow sprinkles it's glitter.,sprinkle,1.0
fizzle-down-IN,0,rv,91,A person is sprinkling salt.,sprinkle,1.0
fizzle-down-IN,0,ho,91,A person is sprinkling cheese.,sprinkle,1.0
fizzle-down-IN,0,cs,91,A person is sprinkling salt.,sprinkle,1.0
pour-bottle-caps-TR,1,ip,91,A person is sprinkling salt.,sprinkle,1.0
fan-turn-IN,0,cm,0,He is sprinkling a handful of rose petals on the bed.,sprinkle,1.0
toy-skitter-IN,0,rv,0,He is gently sprinkling some parmesean cheese on his spaghetti.,sprinkle,1.0
toy-skitter-IN,0,cm,0,He is sprinkling some seasoning on the steaks that are on the grill.,"sprinkle,be",0.5
fizzle-down-IN,0,rv,14,A powdery substance is sprinkled onto a flat surface and then covered.,"sprinkle,cover",1.0
cards-scatter-IN,0,ip,4,She sprinkled the confetti and it fell down.,"sprinkle,fall",0.5
shaving-cream-spray-IN,0,ho,71,A woman spritzes a plant with water.,spritz,1.0
take-keys-out-of-box-TR,1,ho,15,A delicate flower stem sprouts up.,sprout,0.0
light-turn-on-IN,0,cs,42,A plant sprouts forth and blooms.,"sprout,bloom",0.0
push-toy-in-box-TR,1,ip,26,A plant being squashed by a tree.,squash,1.0
crush-can-TR,1,rv,15,A person squashes a bug between their hands.,squash,1.0
push-toy-in-box-TR,1,ho,67,A person squashes a box flat.,squash,1.0
crush-can-TR,1,rv,39,A person is squashing a bug.,squash,1.0
crush-can-TR,1,rv,71,A man squashes a mosquito.,squash,1.0
crush-can-TR,1,cs,71,A woman is squashing an overripe fruit.,squash,1.0
crush-can-TR,1,np,28,A person is squashing something.,squash,1.0
crush-can-TR,1,cm,28,A person is squashing something.,squash,1.0
crush-can-TR,1,ho,91,A person is squashing a bug.,squash,1.0
crush-can-TR,1,ho,16,A woman is squeezing together two balls of clay.,squeeze,1.0
crush-can-TR,1,cs,8,A person is squeezing an object.,squeeze,1.0
crush-can-TR,1,cs,46,She is squeezing something with her hands.,squeeze,1.0
cards-scatter-IN,0,cs,15,Toothpaste squeezes out of the tube in a glob.,squeeze,0.0
balloon-deflate-IN,0,rv,67,A person squeezes a cushion.,squeeze,1.0
crush-can-TR,1,np,67,A person squeezes an orange.,squeeze,1.0
crush-can-TR,1,cs,83,some one  squuezing  aball,squeeze,1.0
crush-can-TR,1,ho,42,A person squeezes a ball.,squeeze,1.0
crush-can-TR,1,ho,62,They are squeezing something together with their hands.,squeeze,1.0
crush-can-TR,1,ho,13,Squeezing a small bag together.,squeeze,1.0
push-toy-in-box-TR,1,ho,13,Squeezing a piece of luggage closed.,squeeze,1.0
remove-cork-TR,1,cs,23,A person is squeezing an orange into a cup.,squeeze,1.0
remove-cork-TR,1,cs,4,She was squeezing the lemon and placed it down.,"squeeze,place",1.0
crush-can-TR,1,ip,26,A person squishing a piece of bread.,squish,1.0
crush-can-TR,1,cm,59,An object is being squished by a person.,squish,1.0
crush-can-TR,1,np,4,He squished the dough together.,squish,1.0
crush-can-TR,1,cs,4,She squished the clay together.,squish,1.0
crush-can-TR,1,cs,84,Something is being squished,squish,1.0
crush-can-TR,1,np,44,A person is squishing an object.,squish,1.0
crush-can-TR,1,rv,44,A person is squishing an object.,squish,1.0
crush-can-TR,1,cs,44,A person is squishing something.,squish,1.0
crush-can-TR,1,np,34,A man is squishing a semi-tall object vertically.,squish,1.0
crush-can-TR,1,ip,36,Two objects being squished together,squish,1.0
crush-can-TR,1,np,41,Two objects are being squished together.,squish,1.0
crush-can-TR,1,ho,41,A person is squishing an object.,squish,1.0
crush-can-TR,1,cm,41,A person is squishing an object.,squish,1.0
crush-can-TR,1,cs,41,A person squishing an object,squish,1.0
crush-can-TR,1,ip,41,An object getting squished.,squish,1.0
crush-can-TR,1,rv,41,A person is squishing a pancake.,squish,1.0
crush-can-TR,1,cs,42,A person squishes down a pile of slime.,squish,1.0
crush-can-TR,1,np,23,A person squishing something,squish,1.0
crush-can-TR,1,rv,23,A person squishing an object,squish,1.0
crush-can-TR,1,cm,23,A person was squishing an object.,squish,1.0
crush-can-TR,1,cs,23,A person squished two objects together.,squish,1.0
plug-in-TR,1,ho,84,A knife is stabbed into a fruit,stab,1.0
plug-in-TR,1,ho,41,A person stabbing an object,stab,1.0
plug-in-TR,1,ho,13,Stabbing a can with a long knife.,stab,1.0
hit-balloon-TR,1,ip,59,"A group of objects stacked together, then hit by another object.","stack,hit",1.0
approach-coatrack-IN,0,np,26,An alligator stalking a prey.,stalk,1.0
approach-coatrack-IN,0,np,15,A deer stalks towards a tree in the night.,stalk,0.0
push-toy-in-box-TR,1,rv,26,A machine press stamping on an object.,stamp,0.0
put-cup-on-coaster-TR,1,rv,4,He stamped the paper.,stamp,1.0
put-cup-on-coaster-TR,1,rv,13,Stamping a piece of paper.,stamp,1.0
put-cup-on-coaster-TR,1,ho,80,A person is stamping a paper.,stamp,1.0
tower-fall-IN,0,np,44,A person is trying to stand an object up.,stand,0.0
stick-break-IN,0,ip,6,an object standing up and then falling over,"stand,fall",0.0
stick-break-IN,0,cs,52,An object standing straight up fell down.,"stand,fall",0.0
book-fall-over-IN,0,rv,15,An item standing up falls over.,"stand,fall",0.0
book-fall-over-IN,0,cs,15,An item standing up falls over.,"stand,fall",0.0
knock-over-tower-TR,1,np,6,an object standing up and then being knocked over,"stand,knock",0.5
tower-fall-IN,0,np,41,A person was standing on a floor that moved out from under them.,"stand,move",0.0
ball-drop-IN,0,cm,8,A person stands up and then he rolls down the floor.,"stand,roll",0.0
push-toy-in-box-TR,1,rv,8,A person is stapling furniture.,staple,1.0
take-keys-out-of-box-TR,1,ip,12,A person starts a car,start,1.0
spin-bread-TR,1,rv,39,A person is starting a spinning top.,start,1.0
spin-bread-TR,1,np,39,A person is starting a lawnmower.,start,1.0
bread-spin-IN,0,np,39,A person is starting the washing machine.,start,1.0
picture-shift-IN,0,cm,23,A person starting a pendulum back and forth,start,1.0
picture-shift-IN,0,np,16,A man starts and drives a car.,"start,drive",1.0
toy-appear-in-box-IN,0,cm,8,An object starts to fly away slowly.,"start,fly",0.5
bread-spin-IN,0,ho,15,A spinning top is started and spins quickly.,"start,spin",0.5
fizzle-down-IN,0,ip,15,A fountain slowly starts up then really spouts.,"start,spout",0.0
light-turn-on-IN,0,rv,8,A person is startling someone.,startle,1.0
tower-fall-IN,0,ip,70,A person is startled and slaps down an insect.,"startle,slap",1.0
picture-shift-IN,0,np,12,Someone steers a ship,steer,1.0
picture-shift-IN,0,np,59,A person is steering an object.,steer,1.0
adjust-picture-TR,1,np,59,A person is steering an object.,steer,1.0
adjust-picture-TR,1,cm,16,A man is steering a car.,steer,1.0
adjust-picture-TR,1,cm,4,He was steering the large steering wheel.,steer,1.0
picture-shift-IN,0,np,4,He is steering the wheel.,steer,1.0
adjust-picture-TR,1,np,4,He is steering the large truck.,steer,1.0
picture-shift-IN,0,np,67,A person steers a ship.,steer,1.0
adjust-picture-TR,1,cm,67,A person is steering a boat.,steer,1.0
adjust-picture-TR,1,ip,36,A vehicles wheel is being steered,steer,1.0
adjust-picture-TR,1,cm,41,A person is steering a car.,steer,1.0
adjust-picture-TR,1,cm,42,A person steers a car.,steer,1.0
picture-shift-IN,0,np,42,A person steers a car.,steer,1.0
walk-backwards-IN,0,cm,70,A person takes steps going backwards.,step,0.0
march-IN,0,ip,70,A person takes slow and steady steps.,step,0.0
box-move-IN,0,cm,70,A person steps aside.,step,0.0
toy-crawl-IN,0,rv,70,A living object takes stealthy steps.,step,0.0
march-IN,0,cm,84,A giant takes large steps,step,0.0
march-IN,0,cm,18,Someone is taking heavy steps.,step,0.0
plug-in-TR,1,ho,6,sticking an object into another object,stick,1.0
pop-balloon-TR,1,rv,16,A man sticks a pin in a balloon.,stick,1.0
dip-finger-in-jar-TR,1,cs,8,A person sticks a finger in food in a joking manner.,stick,1.0
plug-in-TR,1,ho,78,The person stuck something into another object.,stick,1.0
plug-in-TR,1,cm,15,A person sticks a pole into a wall.,stick,1.0
plug-in-TR,1,ho,15,A person sticks a knife into another person.,stick,1.0
push-button-microwave-TR,1,ho,15,A needle gets stuck into skin.,stick,1.0
plug-in-TR,1,rv,71,Moe sticks his fingers in Curly's eyes.,stick,1.0
